UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2025/05/05T00:00:08z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,42,46,979.56,0.00,36616,0,833,3.43,4.24,4.64,3.43,4.24,4.64,18,18,740.28,217.03,20.98,1.12,0.48,0.48,3.71,4.67,4.78,3.71,4.67,4.78,19,19,864.41,229.62,22.74,0.10,0.10,0.00
2025/05/05T00:02:07z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,43,46,979.50,0.00,36616,0,952,3.46,4.36,4.36,3.46,4.36,4.36,18,18,701.14,204.79,26.75,0.23,0.00,0.00,4.17,5.09,5.16,4.17,5.09,5.16,21,21,914.22,246.43,26.60,0.64,0.17,0.00
2025/05/05T00:04:07z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,43,46,979.51,0.00,36616,0,1072,3.07,4.03,4.08,3.07,4.03,4.08,17,17,713.85,204.20,23.58,0.17,0.17,0.00,4.14,4.98,5.02,4.14,4.98,5.02,21,21,868.71,234.78,22.31,0.67,0.41,0.00
2025/05/05T00:06:07z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,70,43,46,979.57,0.00,36616,0,1192,3.62,4.50,4.50,3.62,4.50,4.50,19,19,755.48,215.09,23.09,0.88,0.00,0.00,4.05,5.09,5.26,4.05,5.09,5.26,21,21,881.11,237.84,26.51,0.56,0.19,0.00
2025/05/05T00:08:01z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,45,979.57,nan,36704,0,113,3.80,4.49,4.49,3.80,4.49,4.49,19,19,782.33,217.07,29.27,0.98,0.00,0.00,3.70,4.57,4.64,3.70,4.57,4.64,19,19,867.95,226.48,21.27,0.86,0.30,0.00
2025/05/05T00:10:01z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,45,979.60,0.00,36616,0,233,3.42,4.44,4.44,3.42,4.44,4.44,19,19,735.15,211.31,19.69,0.42,0.00,0.00,3.89,4.73,4.88,3.89,4.73,4.88,20,20,877.45,231.30,20.84,1.05,0.39,0.00
2025/05/05T00:12:01z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,46,979.59,0.00,36552,0,353,3.43,4.34,4.64,3.43,4.34,4.64,18,18,693.88,204.17,22.33,1.41,0.67,0.00,4.05,4.92,5.07,4.05,4.92,5.07,20,20,884.75,229.68,23.10,0.81,0.15,0.00
2025/05/05T00:14:01z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,46,979.67,0.00,36552,0,473,3.79,4.70,4.98,3.79,4.70,4.98,20,20,768.32,228.75,25.41,1.50,0.45,0.00,3.82,4.63,4.63,3.82,4.63,4.63,19,19,838.75,223.05,20.67,1.02,0.00,0.00
2025/05/05T00:16:01z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,44,46,979.62,0.00,36552,0,593,3.81,5.03,5.31,3.81,5.03,5.31,21,21,772.40,224.24,29.53,1.38,0.66,0.21,3.84,4.72,4.89,3.84,4.72,4.89,20,20,886.84,233.86,23.32,0.40,0.21,0.00
2025/05/05T00:18:01z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,46,979.68,0.00,36552,0,713,3.00,3.90,3.90,3.00,3.90,3.90,16,16,685.02,198.46,16.46,0.41,0.00,0.00,3.66,4.23,4.23,3.66,4.23,4.23,18,18,830.79,217.18,17.00,0.39,0.00,0.00
2025/05/05T00:20:01z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,46,979.63,0.00,36552,0,833,3.62,4.53,4.71,3.62,4.53,4.71,19,19,743.53,220.38,22.00,0.45,0.24,0.00,4.04,4.95,5.16,4.04,4.95,5.16,21,21,868.53,232.33,25.77,0.98,0.21,0.21
2025/05/05T00:22:01z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,46,979.61,0.00,36552,0,953,3.66,4.61,4.61,3.66,4.61,4.61,19,19,748.50,217.96,26.95,0.21,0.00,0.00,3.67,4.87,4.87,3.67,4.87,4.87,20,20,867.90,231.27,23.72,0.45,0.00,0.00
2025/05/05T00:24:01z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,46,979.63,0.00,36552,0,1073,3.45,4.71,4.81,3.45,4.71,4.81,20,20,713.12,209.78,22.45,2.88,0.19,0.00,3.71,4.80,5.10,3.71,4.80,5.10,20,20,854.85,222.58,23.53,0.75,0.36,0.19
2025/05/05T00:26:01z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,46,979.65,0.00,36552,0,1193,3.43,4.64,5.14,3.43,4.64,5.14,19,19,752.90,216.24,25.52,1.36,0.76,0.26,3.95,4.62,4.62,3.95,4.62,4.62,19,19,867.98,228.53,25.44,0.27,0.00,0.00
2025/05/05T00:27:54z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,43,45,979.64,nan,36704,0,113,3.31,4.11,4.29,3.31,4.11,4.29,17,17,692.73,200.22,23.18,0.51,0.24,0.00,3.55,4.20,4.20,3.55,4.20,4.20,18,18,803.25,207.41,18.91,0.48,0.00,0.00
2025/05/05T00:29:54z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,43,45,979.69,0.00,36616,0,233,2.97,4.08,4.14,2.97,4.08,4.14,17,17,657.97,195.34,23.17,0.85,0.00,0.00,3.79,4.82,4.98,3.79,4.82,4.98,20,20,854.32,227.00,21.67,1.33,0.19,0.19
2025/05/05T00:31:54z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,45,979.63,0.00,36616,0,353,3.34,4.32,4.32,3.34,4.32,4.32,18,18,700.66,203.89,22.61,0.18,0.00,0.00,3.48,3.79,4.02,3.48,3.79,4.02,16,16,781.40,202.95,19.14,0.67,0.22,0.00
2025/05/05T00:33:54z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,43,44,979.66,0.00,36616,0,473,3.52,4.54,4.89,3.52,4.54,4.89,19,19,709.07,202.93,27.93,2.12,0.57,0.18,3.30,4.27,4.27,3.30,4.27,4.27,18,18,734.25,197.08,21.92,1.03,0.00,0.00
2025/05/05T00:35:54z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,45,979.66,0.00,36472,0,593,3.33,4.71,5.10,3.33,4.71,5.10,20,20,723.67,212.57,26.95,1.78,0.59,0.19,3.43,4.22,4.22,3.43,4.22,4.22,18,18,777.52,208.16,21.41,0.48,0.00,0.00
2025/05/05T00:37:54z,40:91:51:5d:7f:d7,7.02,2.0+OPENLOG+31954 MB+DS3231+BME280+PMSX003-B+PMSX003-A,69,43,45,979.69,0.00,36472,0,713,2.98,3.92,4.02,2.98,3.92,4.02,16,16,663.66,192.92,22.63,1.08,0.25,0.00,3.76,4.58,5.11,3.76,4.58,5.11,19,19,808.31,219.15,25.51,1.15,0.71,0.45
